talk_id,para_id,entity_id,before,entities,after,label
11,0,8, So we decided that ,OkCupid,"should ask users questions, stuff like, ""Do you want to have kids one day?"" ""How often do you brush your teeth?"" ""Do you like scary movies?"" And big stuff like, ""Do you believe in God?"" Now, a lot of the questions are good for matching like with like, that is, when both people answer the same way",ORG
11,0,14, For everything that ,OkCupid,"asks you, you have a chance to tell us the role it plays in your life",PERSON
11,0,19," With all this information, ",OkCupid,can figure out how well two people will get along,LOC
11,0,26, We at ,OkCupid,"decided on the following scale: ""Irrelevant"" is worth 0",LOC
11,0,57, That 94 percent is your match percentage with ,B. It's,"a mathematical expression of how happy you'd be with each other, based on what we know",PERSON
11,0,65, Any time ,OkCupid,"matches two people, it goes through the steps we just outlined",LOC
12,0,0," How do you really know you exist? In his """,Meditations on First Philosophy,""" René Descartes tried to answer that very question, demolishing all his preconceived notions and opinions to begin again from the foundations",WORK_OF_ART
12,0,1," How do you really know you exist? In his ""Meditations on First Philosophy,"" ",René Descartes,"tried to answer that very question, demolishing all his preconceived notions and opinions to begin again from the foundations",PERSON
12,0,2, ,Descartes,asks if you can disprove the idea that an evil genius demon has tricked you into believing reality is real,PERSON
12,0,3," Life is but a dream, and I bet you aren't row, ",row," rowing the boat merrily at all, are you? No, you're rowing it wearily like the duped, nonexistent doof you are/aren't",PERSON
12,0,4," Life is but a dream, and I bet you aren't row, row, rowing the boat merrily at all, are you? No, you're rowing it wearily like the duped, nonexistent ",doof,you are/aren't,PERSON
12,0,5," You can't be nothing if you think you're something, even if you think that something is nothing because no matter what you think, you're a thinking thing, or as ",Descartes,"put it, ""I think, therefore I am,"" and so are you, really",PERSON
13,4,8," 8 in E Flat Major"" by ",Gustav Mahler, This is Mahler,PERSON
13,4,9," 8 in E Flat Major"" by Gustav Mahler) This is ",Mahler," It looks like Bob Dylan, but it's Mahler",PERSON
13,4,10, It looks like ,Bob Dylan, but it's Mahler,PERSON
13,4,11," It looks like Bob Dylan, but it's ",Mahler," That was Bob's last record, yeah",PERSON
13,4,12, That was ,Bob,"s last record, yeah",PERSON
13,7,6," (Music: ""My Funny Valentine"" by ",Chet Baker, This is Chet Baker,PERSON
13,7,7," (Music: ""My Funny Valentine"" by Chet Baker) This is ",Chet Baker, And this kind of thing would have been impossible without a microphone,PERSON
13,12,2," And birds like this Savannah sparrow, they tend to have a buzzing (Sound clip: ",Savannah,sparrow song) type call,PERSON
13,12,3, The tananger on ,the East Coast,"of the United States, where the forests are a little denser, has one kind of call, and the tananger on the other side, on the west (Sound clip: Scarlet tanager song) has a different kind of call",LOC
13,12,4, The tananger on the East Coast of ,the United States," where the forests are a little denser, has one kind of call, and the tananger on the other side, on the west (Sound clip: Scarlet tanager song) has a different kind of call",LOC
13,14,0,"The writer, ",Thomas Frank," says that this might be a kind of explanation why some voters vote against their best interests, that voters, like a lot of us, assume, that if they hear something that sounds like it's sincere, that it's coming from the gut, that it's passionate, that it's more authentic",PERSON
14,10,1," (Woo-hoo-hoo-hoo) (Laughter) It's kind of a funny, ",goofy,sound to do,LOC
14,17,0," I'm going to do """,Lush Life,""" It's one of my favorite tunes to play",WORK_OF_ART
16,5,0,,Herbie Hancock:,Thank you,PERSON
16,5,1, ,Marcus Miller, (Applause) Harvey Mason,PERSON
16,5,2, (Applause) ,Harvey Mason, (Applause),ORG
17,0,1," This group includes humans, cats, dogs, giraffes, and even the blue whale, the biggest animal on ",Earth," Its placenta, a solid disk of blood-rich tissue, attaches to the wall of the uterus to support the developing embryo",LOC
17,0,5," Meanwhile, in ",Australia, you can find a second type of mammal - marsupials,LOC
18,10,16," But what is enveloping Machu Picchu from below? The sacred river, the ",Urubamba," or the Vilcanota, which is itself the Earthly equivalent of the Milky Way, but it's also the trajectory that Viracocha walked at the dawn of time when he brought the universe into being",ORG
18,10,17," But what is enveloping Machu Picchu from below? The sacred river, the Urubamba, or the ",Vilcanota," which is itself the Earthly equivalent of the Milky Way, but it's also the trajectory that Viracocha walked at the dawn of time when he brought the universe into being",PRODUCT
18,10,18," But what is enveloping Machu Picchu from below? The sacred river, the Urubamba, or the Vilcanota, which is itself the ",Earthly,"equivalent of the Milky Way, but it's also the trajectory that Viracocha walked at the dawn of time when he brought the universe into being",PERSON
18,10,19," But what is enveloping Machu Picchu from below? The sacred river, the Urubamba, or the Vilcanota, which is itself the Earthly equivalent of the Milky Way, but it's also the trajectory that ",Viracocha,walked at the dawn of time when he brought the universe into being,PERSON
18,10,20, And where does the river rise? Right on the slopes of the ,Koariti,,PERSON
18,14,10," When I first met Danilo, in the Colombian embassy in ",Washington," I couldn't help but say, ""You know, you look a lot like an old friend of mine",LOC
18,14,11,""" Well, it turns out he was the son of my friend, ",Adalberto," from 1974, who had been killed by the FARC",LOC
18,14,13,""" Well, it turns out he was the son of my friend, Adalberto, from 1974, who had been killed by the ",FARC," And I said, ""Danilo, you won't remember this, but when you were an infant, I carried you on my back, up and down the mountains",ORG
18,14,14," And I said, """,Danilo," you won't remember this, but when you were an infant, I carried you on my back, up and down the mountains",PERSON
18,14,15,""" And because of that, ",Danilo,"invited us to go to the very heart of the world, a place where no journalist had ever been permitted",PERSON
18,18,4," And yet tragically, when you now go to those northern communities, you find to your astonishment that whereas the sea ice used to come in in September and stay till July, in a place like ",Kanak,"in northern Greenland, it literally comes in now in November and stays until March",PERSON
18,18,5," And yet tragically, when you now go to those northern communities, you find to your astonishment that whereas the sea ice used to come in in September and stay till July, in a place like Kanak in northern ",Greenland, it literally comes in now in November and stays until March,LOC
19,21,4, That's how they printed them in the old ,Bibles, And their argument is that Jesus never talked about homosexuality,PERSON
19,21,5, And their argument is that ,Jesus,never talked about homosexuality,PERSON
19,21,6," They have a pamphlet that says, ""Here's what ",Jesus,"said about homosexuality,"" and you open it up, and there's nothing in it",PERSON
19,21,7," So, they say ",Jesus,"did talk a lot about helping the outcasts, helping poor people",PERSON
19,21,8, I recommend ,Jim Wallis,and Tony Campolo,PERSON
19,21,9, I recommend Jim Wallis and ,Tony Campolo," They're very inspiring leaders, even though I disagree with much of what they say",PERSON
19,23,2," So, it's about choosing the parts of the ",Bible,"about compassion, about tolerance, about loving your neighbor, as opposed to the parts about homosexuality is a sin, or intolerance, or violence, which are very much in the Bible as well",WORK_OF_ART
19,23,3," So, it's about choosing the parts of the Bible about compassion, about tolerance, about loving your neighbor, as opposed to the parts about homosexuality is a sin, or intolerance, or violence, which are very much in the ",Bible,as well,WORK_OF_ART
19,24,0, There's me reading the ,Bible, That's how I hailed taxicabs,WORK_OF_ART
20,3,0,,Angella Ahn, Thank you,PERSON
20,3,1," What you just heard is """,Skylife, by David Balakrishnan,WORK_OF_ART
20,3,2," What you just heard is ""Skylife"" by ",David Balakrishnan, We want to play you one more selection,PERSON
20,3,4, It's by Astor ,Piazzolla, an Argentine composer,PERSON
20,3,8," So this is """,Oblivion, by Astor Piazzolla,ORG
20,3,9," So this is ""Oblivion"" by Astor ",Piazzolla,,PERSON
21,7,7, a trick shared by the largest flower on ,Earth, Co-evolution entwined insects and birds and plants forever,LOC
21,7,8," Kiwis are, and so are these hawks trapped near ",Antarctica,,LOC
21,11,0, And it has altered the ,Earth, It covers Earth like a skin,LOC
21,11,1, It covers ,Earth,like a skin,LOC
21,11,2," And where it doesn't, as in ",Greenland,"in winter, Mars is still not very far",LOC
21,11,3," And where it doesn't, as in Greenland in winter, ",Mars,is still not very far,LOC
21,11,4, This ,Earth,"is alive, and it's made its own membrane",LOC
22,14,4, They were created by a ,Kuwaiti,psychologist called Naif Al Mutawa,ORG
22,14,5, They were created by a Kuwaiti psychologist called ,Naif Al Mutawa," And his desire is to rescue Islam from images of intolerance, all in a child-friendly format",PERSON
22,14,6, And his desire is to rescue ,Islam,"from images of intolerance, all in a child-friendly format",ORG
22,14,9," So, for example, there is the character of ",Noora, She is meant to have the power to look inside people and see the good and bad in everyone,PERSON
22,14,10, Another character called ,Jami,has the ability to create fantastic inventions,PERSON
22,17,1," Throughout its history, ",Islam,has borrowed and adapted from other civilizations both ancient and modern,ORG
22,17,2," After all, it's the ",Quran,"which encourages us to do this: ""We made you into nations and tribes so that you could learn from one another",PERSON
23,12,12, And ,David,found that there were many problems that technology could not solve,PERSON
23,24,7,""" He said, ""When I leave office, I'm going to spend my time writing a book on why ",Jesus Christ,"rose again, and why it's so important to believe that",PERSON
23,24,9,""" In one of his plays, ",Alexander Solzhenitsyn,"depicts a man dying, who says to those gathered around his bed, ""The moment when it's terrible to feel regret is when one is dying",PERSON
23,25,6," He wrote in his journal these words: ""I submit myself, absolutely, to ",Jesus Christ, my redeemer,PERSON
23,28,3," When I was 17 years of age, I was born and reared on a farm in ",North Carolina," I milked cows every morning, and I had to milk the same cows every evening when I came home from school",LOC
23,32,0,,Richard Wurman, You did it,PERSON
24,27,11," In 2009, they had 400,000 employees, by which time the ",U.S.,"employees had moved to 105,000, whereas the Indian employees had gone to 100,000",LOC
24,28,2," There are 433,000 people now at ",IBM," out of which 98,000 are remaining in the U",ORG
24,28,4," There are 433,000 people now at IBM, out of which 98,000 are remaining in the ",U.S.," and 150,000 are in India",LOC
24,28,6,", and 150,000 are in ",India," So you tell me, is IBM an American company, or an Indian company? (Laughter)",LOC
24,28,7," So you tell me, is ",IBM,"an American company, or an Indian company? (Laughter)",ORG
25,0,0,,♫,I think I'm ready to do my thing ♫,ORG
25,1,0,,♫,I think I'm ready to take my chances ♫,ORG
25,2,0,,♫,I've been dining out and all stressed out ♫,ORG
25,3,0,,♫,Due to the circumstances,ORG
25,4,0,,♫,"I gotta get up, get up, get up, get up ♫",ORG
25,5,0,,♫,"Wake up, wake up, wake up, wake up ♫",ORG
25,6,0,,♫,I see what you're saying ♫,ORG
25,7,0,,♫,"We sent a demo to the world, they said it sounds like Take 6 ♫",ORG
25,8,0,,♫,"I said ""Hold on, wait a minute, I'll be back with the remix"" ♫",ORG
25,9,0,,♫,"They looking at us funny, we can't make any money ♫",ORG
25,10,0,,♫,It took us years to figure out that we was dealing with dummies ♫,ORG
25,11,0,,♫,"They didn't understand the sound from the Bronx, that's the boogie down ♫",ORG
25,12,0,,♫,"to Huntsville, Alabama, there's no circles in my planner, so ♫",ORG
25,13,0,,♫,"It was time to make the product, so we hooked up with Townsend ♫",ORG
25,14,0,,♫,"Made a deal with John Neal, on the road sold ten thousand ♫",ORG
25,15,0,,♫,"WBA, that means a trip to Nashville ♫",ORG
25,16,0,,♫,Festplatte showed up and said them boys are naturals ♫,ORG
25,17,0,,♫,Can you hear what they were hearing? See what they were seeing? ♫,ORG
25,18,0,,♫,"From Bronx to Berlin, we took the tour European ♫",ORG
25,19,0,,♫,"All vocal yeah, we widit, call the album ""What is it?"" ♫",ORG
25,20,0,,♫,"With Sarah Connor, set the goal for number one and we hit it ♫",ORG
25,21,0,,♫,"But now it's Kev, Sim, Drew, Stew, time for a new day ♫",ORG
25,22,0,,♫,"Ring the alarm, hit 'em on Skype or a two-way ♫",ORG
25,22,1,"♫ Ring the alarm, hit 'em on ",Skype,or a two-way ♫,ORG
25,23,0,,♫,"Sung by the words, we ready to fly! ♫",ORG
25,24,0,,♫,Fly baby! Time to leave that nest ♫,ORG
25,25,0,,♫,Fly baby! This ain't no time to rest ♫,ORG
25,26,0,,♫,"Come on fly baby, we got work to do ♫",ORG
25,27,0,,♫,"Here we go, spread my wings and ",ORG
25,28,0,,♫,Fly baby! Time to leave that nest ♫,ORG
25,29,0,,♫,Fly baby! This ain't no time to rest,ORG
25,30,0,,♫,Fly baby! We got work to do ♫,ORG
25,31,0,,♫,Here we go,ORG
25,32,0,,♫,Fly baby! Time to leave that nest ♫,ORG
25,33,0,,♫,Fly baby! This ain't no time to rest ♫,ORG
25,34,0,,♫,Fly baby! We got work to do ♫,ORG
25,35,0,,♫,"Here we go, spread my wings and ",ORG
25,36,0,,♫,Fly baby! Fly baby fly ♫,ORG
25,37,0,,♫,Fly baby! Fly baby high ♫,ORG
25,38,0,,♫,Fly baby! Up to the sky ♫,ORG
25,39,0,,♫,Spread my wings and fly ♫,ORG
25,41,0,,♫,We're ready to fly! ♫,ORG
26,2,11, He was speaking in a very jovial and gregarious way about Yo-Yo Ma and Hillary Clinton and how the Dodgers were never going to make ,the World Series, all because of the treacherous first violin passage work in the last movement of Beethoven's Fourth Symphony,EVENT
26,2,13," He was speaking in a very jovial and gregarious way about Yo-Yo Ma and Hillary Clinton and how the Dodgers were never going to make the World Series, all because of the treacherous first violin passage work in the last movement of ",Beethoven,s Fourth Symphony,PERSON
26,2,14," He was speaking in a very jovial and gregarious way about Yo-Yo Ma and Hillary Clinton and how the Dodgers were never going to make the World Series, all because of the treacherous first violin passage work in the last movement of Beethoven's ",Fourth Symphony," And we got talking about music, and I got an email from Steve a few days later saying that Nathaniel was interested in a violin lesson with me",ORG
26,2,15," And we got talking about music, and I got an email from ",Steve,a few days later saying that Nathaniel was interested in a violin lesson with me,PERSON
26,2,17," And we got talking about music, and I got an email from Steve a few days later saying that ",Nathaniel,was interested in a violin lesson with me,PERSON
26,6,5," And we started talking about music, from ",Bach,"to Beethoven and Brahms, Bruckner, all the B's, from Bartók, all the way up to Esa-Pekka Salonen",PERSON
26,6,6," And we started talking about music, from Bach to ",Beethoven,"and Brahms, Bruckner, all the B's, from Bartók, all the way up to Esa-Pekka Salonen",PERSON
26,6,7," And we started talking about music, from Bach to Beethoven and ",Brahms," Bruckner, all the B's, from Bartók, all the way up to Esa-Pekka Salonen",PERSON
26,6,8," And we started talking about music, from Bach to Beethoven and Brahms, ",Bruckner," all the B's, from Bartók, all the way up to Esa-Pekka Salonen",ORG
26,6,9," And we started talking about music, from Bach to Beethoven and Brahms, Bruckner, all the B's, from ",Bartók, all the way up to Esa-Pekka Salonen,LOC
26,6,10," And we started talking about music, from Bach to Beethoven and Brahms, Bruckner, all the B's, from Bartók, all the way up to ",Esa-Pekka Salonen,,ORG
26,9,2," And I will always make music with Nathaniel, whether we're at ",Walt Disney,"Concert Hall or on Skid Row, because he reminds me why I became a musician",ORG
26,9,3," And I will always make music with Nathaniel, whether we're at Walt Disney ",Concert Hall,"or on Skid Row, because he reminds me why I became a musician",PERSON
