talk_id,para_id,entity_id,before,entities,after,label
18,10,19," But what is enveloping Machu Picchu from below? The sacred river, the Urubamba, or the Vilcanota, which is itself the Earthly equivalent of the Milky Way, but it's also the trajectory that ",Viracocha,walked at the dawn of time when he brought the universe into being,PERSON
18,10,20, And where does the river rise? Right on the slopes of the ,Koariti,,PERSON
18,14,10," When I first met Danilo, in the Colombian embassy in ",Washington," I couldn't help but say, ""You know, you look a lot like an old friend of mine",LOC
18,14,11,""" Well, it turns out he was the son of my friend, ",Adalberto," from 1974, who had been killed by the FARC",LOC
18,14,13,""" Well, it turns out he was the son of my friend, Adalberto, from 1974, who had been killed by the ",FARC," And I said, ""Danilo, you won't remember this, but when you were an infant, I carried you on my back, up and down the mountains",ORG
18,14,14," And I said, """,Danilo," you won't remember this, but when you were an infant, I carried you on my back, up and down the mountains",PERSON
18,18,4," And yet tragically, when you now go to those northern communities, you find to your astonishment that whereas the sea ice used to come in in September and stay till July, in a place like ",Kanak,"in northern Greenland, it literally comes in now in November and stays until March",PERSON
18,18,5," And yet tragically, when you now go to those northern communities, you find to your astonishment that whereas the sea ice used to come in in September and stay till July, in a place like Kanak in northern ",Greenland, it literally comes in now in November and stays until March,LOC
19,21,4, That's how they printed them in the old ,Bibles, And their argument is that Jesus never talked about homosexuality,PERSON
19,21,5, And their argument is that ,Jesus,never talked about homosexuality,PERSON
19,21,8, I recommend ,Jim Wallis,and Tony Campolo,PERSON
19,21,9, I recommend Jim Wallis and ,Tony Campolo," They're very inspiring leaders, even though I disagree with much of what they say",PERSON
19,23,2," So, it's about choosing the parts of the ",Bible,"about compassion, about tolerance, about loving your neighbor, as opposed to the parts about homosexuality is a sin, or intolerance, or violence, which are very much in the Bible as well",WORK_OF_ART
20,3,0,,Angella Ahn, Thank you,PERSON
20,3,1," What you just heard is """,Skylife, by David Balakrishnan,WORK_OF_ART
20,3,2," What you just heard is ""Skylife"" by ",David Balakrishnan, We want to play you one more selection,PERSON
20,3,4, It's by Astor ,Piazzolla, an Argentine composer,PERSON
20,3,8," So this is """,Oblivion, by Astor Piazzolla,ORG
21,7,8," Kiwis are, and so are these hawks trapped near ",Antarctica,,LOC
21,11,3," And where it doesn't, as in Greenland in winter, ",Mars,is still not very far,LOC
22,14,4, They were created by a ,Kuwaiti,psychologist called Naif Al Mutawa,ORG
22,14,5, They were created by a Kuwaiti psychologist called ,Naif Al Mutawa," And his desire is to rescue Islam from images of intolerance, all in a child-friendly format",PERSON
22,14,9," So, for example, there is the character of ",Noora, She is meant to have the power to look inside people and see the good and bad in everyone,PERSON
22,14,10, Another character called ,Jami,has the ability to create fantastic inventions,PERSON
22,17,2," After all, it's the ",Quran,"which encourages us to do this: ""We made you into nations and tribes so that you could learn from one another",PERSON
23,12,12, And ,David,found that there were many problems that technology could not solve,PERSON
23,24,7,""" He said, ""When I leave office, I'm going to spend my time writing a book on why ",Jesus Christ,"rose again, and why it's so important to believe that",PERSON
23,24,9,""" In one of his plays, ",Alexander Solzhenitsyn,"depicts a man dying, who says to those gathered around his bed, ""The moment when it's terrible to feel regret is when one is dying",PERSON
23,28,3," When I was 17 years of age, I was born and reared on a farm in ",North Carolina," I milked cows every morning, and I had to milk the same cows every evening when I came home from school",LOC
23,32,0,,Richard Wurman, You did it,PERSON
24,27,11," In 2009, they had 400,000 employees, by which time the ",U.S.,"employees had moved to 105,000, whereas the Indian employees had gone to 100,000",LOC
24,28,2," There are 433,000 people now at ",IBM," out of which 98,000 are remaining in the U",ORG
25,0,0,,♫,I think I'm ready to do my thing ♫,ORG
25,22,1,"♫ Ring the alarm, hit 'em on ",Skype,or a two-way ♫,ORG
26,2,11, He was speaking in a very jovial and gregarious way about Yo-Yo Ma and Hillary Clinton and how the Dodgers were never going to make ,the World Series, all because of the treacherous first violin passage work in the last movement of Beethoven's Fourth Symphony,EVENT
26,2,14," He was speaking in a very jovial and gregarious way about Yo-Yo Ma and Hillary Clinton and how the Dodgers were never going to make the World Series, all because of the treacherous first violin passage work in the last movement of Beethoven's ",Fourth Symphony," And we got talking about music, and I got an email from Steve a few days later saying that Nathaniel was interested in a violin lesson with me",ORG
26,2,15," And we got talking about music, and I got an email from ",Steve,a few days later saying that Nathaniel was interested in a violin lesson with me,PERSON
26,2,17," And we got talking about music, and I got an email from Steve a few days later saying that ",Nathaniel,was interested in a violin lesson with me,PERSON
26,6,7," And we started talking about music, from Bach to Beethoven and ",Brahms," Bruckner, all the B's, from Bartók, all the way up to Esa-Pekka Salonen",PERSON
26,6,8," And we started talking about music, from Bach to Beethoven and Brahms, ",Bruckner," all the B's, from Bartók, all the way up to Esa-Pekka Salonen",ORG
26,6,9," And we started talking about music, from Bach to Beethoven and Brahms, Bruckner, all the B's, from ",Bartók, all the way up to Esa-Pekka Salonen,LOC
26,6,10," And we started talking about music, from Bach to Beethoven and Brahms, Bruckner, all the B's, from Bartók, all the way up to ",Esa-Pekka Salonen,,ORG
26,9,2," And I will always make music with Nathaniel, whether we're at ",Walt Disney,"Concert Hall or on Skid Row, because he reminds me why I became a musician",ORG
26,9,3," And I will always make music with Nathaniel, whether we're at Walt Disney ",Concert Hall,"or on Skid Row, because he reminds me why I became a musician",PERSON
26,9,4," And I will always make music with Nathaniel, whether we're at Walt Disney Concert Hall or on ",Skid Row, because he reminds me why I became a musician,PERSON
26,10,1, ,Robert Gupta, (Applause),PERSON
28,11,9," So these are our live subtitles, that are being produced by a computer that knows the text of ""The Ursonate"" — fortunately Jaap does too, very well — and it is delivering that text at the same time as ",Jaap,is,PERSON
28,19,2, I'm at ,Carnegie Mellon, we've got a great Robotics Institute there,ORG
28,19,3, I'm at Carnegie Mellon; we've got a great ,Robotics Institute,there,ORG
28,19,4, I'd like to show you thing called ,Snout, which is — The idea behind this project is to make a robot that appears as if it's continually surprised to see you,LOC
28,19,5," (Laughter) The idea is that basically — if it's constantly like """,Huh, ,WORK_OF_ART
28,19,6, ,Huh,""" That's why its other name is Doubletaker, Taker of Doubles",PERSON
28,19,7," Huh?"" That's why its other name is ",Doubletaker, Taker of Doubles,PERSON
28,19,8," Huh?"" That's why its other name is Doubletaker, ",Taker of Doubles," It's always kind of doing a double take: ""What?"" And the idea is basically, can it look at you and make you feel as if like, ""What? Is it my shoes?"" ""Got something on my hair?"" Here we go",ORG
29,35,6," Some years later, I and this woman — we'll call her """,Catherine Fletcher, — (Laughter) — went traveling through the south of Portugal together,PERSON
29,35,7," Some years later, I and this woman — we'll call her ""Catherine Fletcher"" — (Laughter) — went traveling through the south of ",Portugal,together,LOC
29,35,8," We stayed in old, crumbling, walled cities, in tiny little hotels, and we would climb up to the roof and drink ",Vinho Verde,and watch the sun set and play checkers,PERSON
29,35,9," For what it's worth, we went to ",Sagres," which was considered, at the time, to be the end of the world",ORG
29,41,2,""" He was sure that ",Catherine,would be safe,PERSON
30,16,1," Actually, I once paid like 60 dollars to see a very great actor to do a version of ","""King Lear",""" and I felt really robbed, because by the time the actor started being King Lear, he stopped being the great actor that I had paid money to see",WORK_OF_ART
30,16,2," Actually, I once paid like 60 dollars to see a very great actor to do a version of ""King Lear,"" and I felt really robbed, because by the time the actor started being ",King Lear, he stopped being the great actor that I had paid money to see,ORG
30,16,4," On the other hand, you know, I paid like three dollars, I think — and I went to a warehouse in ",Queens,"to see a version of ""Othello"" by an amateur group",LOC
30,16,5," On the other hand, you know, I paid like three dollars, I think — and I went to a warehouse in Queens to see a version of """,Othello, by an amateur group,WORK_OF_ART
30,16,6," And it was quite fascinating, because you know the guy — his name was ",Joey Grimaldi,"— he impersonated the Moorish general — you know, for the first three minutes he was really that general, and then he went back into plumber, he worked as a plumber, so — plumber, general, plumber, general — so for three dollars, I saw two tragedies for the price of one",PERSON
31,10,17," And then in the interview he said, ""What made Lincoln so great? Not as great a general as Napoleon, not as great a statesman as ",Frederick the Great,""" But his greatness consisted, and historians would roundly agree, in the integrity of his character and the moral fiber of his being",PERSON
31,12,13," For in the months leading up to my selection, like many young people, I'd been active in the anti-Vietnam War movement, and had written an article against Lyndon Johnson, which unfortunately came out in The New Republic two days after the dance in ",the White House, (Laugher) And the theme of the article was how to remove Lyndon Johnson from power,ORG
31,12,14, (Laugher) And the theme of the article was how to remove ,Lyndon Johnson,from power,PERSON
31,24,11,""" But as I left that night, I was certain that somehow I'd traded the life of my everlasting soul for this one night with ",Roy Campanella, (Laughter) And there were no indulgences around that I could buy,PERSON
31,26,2, Though when the ,Dodgers,abandoned us to come to L,PERSON
31,26,3, Though when the Dodgers abandoned us to come to ,L.A., I lost faith in baseball until I moved to Boston and became an irrational Red Sox fan,LOC
31,26,5,", I lost faith in baseball until I moved to Boston and became an irrational ",Red Sox,fan,ORG
31,26,6," And I must say, even now, when I sit with my sons with our season tickets, I can sometimes close my eyes against the sun and imagine myself, a young girl once more, in the presence of my father, watching the players of my youth on the grassy fields below: ",Jackie Robinson," Roy Campanella, Pee Wee Reese, and Duke Snider",PERSON
31,26,8," And I must say, even now, when I sit with my sons with our season tickets, I can sometimes close my eyes against the sun and imagine myself, a young girl once more, in the presence of my father, watching the players of my youth on the grassy fields below: Jackie Robinson, Roy Campanella, ",Pee Wee Reese, and Duke Snider,PERSON
31,26,9," And I must say, even now, when I sit with my sons with our season tickets, I can sometimes close my eyes against the sun and imagine myself, a young girl once more, in the presence of my father, watching the players of my youth on the grassy fields below: Jackie Robinson, Roy Campanella, Pee Wee Reese, and ",Duke Snider,,PERSON
31,27,0," Allowing me to believe that the private people we have loved and lost in our families, and the public figures we have respected in our history, just as ",Abraham Lincoln,"wanted to believe, really can live on, so long as we pledge to tell and to retell the stories of their lives",PERSON
32,1,15," Also, three guys working for years in Los Angeles, an Iranian, a Palestinian and an Egyptian, created the aptly named ",Axis of,Evil comedy act,PERSON
32,3,13," I happened to find a funny guy to present it in Arabic, who is originally Korean, a perfect fit for ",the Axis of Evil, This is all true,WORK_OF_ART
32,9,10," (Laughter) So, as for the outsiders looking in, watch the CNN report on the second ",Amman Comedy Festival," The reporter did a great job, and I thank her, but somebody forgot to send the positive PR email to the person operating the automatic news ticker that appears at the bottom",EVENT
32,9,11," For example, when ",Dean,"talks, the ticker says, ""U",PERSON
32,12,6, One: Is the Middle East being shown in a current time and correct context? (Laughter) Two: Do the Middle Eastern characters laugh or smile without showing the whites of their eyes? (Laughter) Three: Is ,the Middle Eastern,"character being played by one? Clearly, there are wrongs that need to be righted",LOC
32,13,2," As my father likes to call him, """,Asheikh Azubare,""" as my mother would say, ""Shakespeare",WORK_OF_ART
32,13,3," As my father likes to call him, ""Asheikh Azubare;"" as my mother would say, """,Shakespeare,""" (Laughter) ""And now we go in content to liberty and not to banishment",PERSON
33,2,9,""" And then she would take a little bit of the crackers, and she'd go, """,Eww," yuck, crackers",PERSON
33,36,2," And what happens then is not that our consciousness contracts, it expands, so that those three days in ",Paris,"seem to be more full of consciousness and experience than all the months of being a walking, talking, faculty meeting-attending zombie back home",LOC
36,3,20, ♫ ♫ Thula ,Mama, Thula Mama,LOC
36,3,21," ♫ ♫ Thula Mama, ",Thula Mama, ♫,PERSON
36,6,1,"♫ My song of love and my song of life, my song of love, ",♫ ♫,"my song of life, my song of love, ♫ ♫ my song of life, my song of love — I want everybody to sing with me — ♫ ♫ my song of life, my song of love, my song of life — everybody sing with me — ♫ ♫ my song of life, my song of love — I can’t hear you — ♫ ♫ my song of love, my song of life — you can do better — ♫ ♫ my song of life, my song of love — keep singing, keep singing — ♫ ♫ my song of love, my song of life, yes, my song of love — ♫ ♫ you can do better than that — ♫ ♫ my song of life, yes, my song of love, my song of life, my song of love — ♫ ♫ keep singing, keep singing, keep singing — my song of love",PRODUCT
36,6,5,"♫ My song of love and my song of life, my song of love, ♫ ♫ my song of life, my song of love, ♫ ♫ my song of life, my song of love — I want everybody to sing with me — ♫ ♫ my song of life, my song of love, my song of life — everybody sing with me — ♫ ♫ my song of life, my song of love — I can’t hear you — ♫ ",♫,"my song of love, my song of life — you can do better — ♫ ♫ my song of life, my song of love — keep singing, keep singing — ♫ ♫ my song of love, my song of life, yes, my song of love — ♫ ♫ you can do better than that — ♫ ♫ my song of life, yes, my song of love, my song of life, my song of love — ♫ ♫ keep singing, keep singing, keep singing — my song of love",PRODUCT
36,6,14, ,♫,♫ Oh yeah,EVENT
36,6,15, ,♫ ♫,"Love song, my song of life",EVENT
36,6,18, ,♫,(Applause),PERSON
37,26,1,"EZ: Oh, this summer, in fact, the ",Lomonosov,"factory was bought by an American company, invited me",PERSON
37,26,4," They found out that I had worked in '33 at this factory, and they came to my studio in ",Rockland County, and brought the 15 of their artists to visit me here,LOC
37,26,9," And since I don't like to travel alone, they also invited my daughter, son-in-law and granddaughter, so we had a lovely trip to see ",Russia,"today, which is not a very pleasant and happy view",LOC
38,18,10," Four in the Morning — or one of them anyway — Wislawa Szymborska was in Stockholm, ",Sweden, accepting the Nobel Prize for Literature,LOC
38,18,11," Four in the Morning — or one of them anyway — Wislawa Szymborska was in Stockholm, Sweden, accepting ",the Nobel Prize for Literature, 100 years to the day after the death of Alfred Nobel himself,WORK_OF_ART
38,18,13, 100 years to the day after the death of ,Alfred Nobel,himself,PERSON
38,37,7," The first since this man, ",Franklin Delano Roosevelt," who began his own unprecedented journey way back at his own first election, way back in a simpler time, way back in 1932 — (Laughter)",PERSON
38,40,0,"made """,The Palace at Four in the Morning,""" The year, let's remember, that this voice, now departed, first came a-cryin' into this big old crazy world of ours",WORK_OF_ART
39,0,10," But in the great scheme of things, it's a pinprick, one of about 400 billion stars in the ",Milky Way,"galaxy, which you can see on a clear night as a pale white mist stretched across the sky",PRODUCT
39,0,12," So if each star was the size of a single grain of sand, just ",the Milky Way,has enough stars to fill a 30-foot by 30-foot stretch of beach three feet deep with sand,LOC
39,0,18, ,Holy Stephen Hawking, that is a lot of stars,ORG
39,0,30, Some physicists think the space-time ,continuum,is literally infinite and that it contains an infinite number of so-called pocket universes with varying properties,PERSON
39,0,31, How's your brain doing? ,Quantum,theory adds a whole new wrinkle,ORG
